ID,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision
483,PZ Meyer Hospital,24.75869,-34.0225,Specialised Hospital,Eastern Cape,Sarah Baartman District Municipality,Kouga Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,57,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/pz_meyer_hospital_humansdorp_eastern_cape_south_africa,ZA-EC
484,BJ Vorster Hospital,24.29786,-33.9515,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Kou-Kamma Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,42,,0,0,,0,0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/bj_vorster_hospital_kareedouw_eastern_cape_south_africa,ZA-EC
485,Settlers Hospital,26.51464,-33.3024,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Makana Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,178,,20,20,,2,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_eastern_cape_south_africa/settlers_hospital_grahamstown_eastern_cape_south_africa,ZA-EC
486,Temba TB Hospital,26.54657,-33.3069,Specialised Hospital,Eastern Cape,Sarah Baartman District Municipality,Makana Local Municipality,,TB and related services,,60,,,,,,,,,,,ZA-EC
487,Marjorie Parrish TB Hospital,26.88126,-33.5624,Specialised Hospital,Eastern Cape,Sarah Baartman District Municipality,Ndlambe Local Municipality,,TB and related services,,180,,,,,,,,,,,ZA-EC
488,Netcare Port Alfred Hospital,26.876792,-33.5966,Private Hospital,Eastern Cape,Sarah Baartman District Municipality,Ndlambe Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,30,,14,,,,2,,,,https://www.saprivatehospitals.com/eastern-cape/port-alfred-hospital-netcare-in-port-alfred-eastern-cape/,ZA-EC
489,Netcare Setller's Hospital,26.515314,-33.302148,Private Hospital,Eastern Cape,Sarah Baartman District Municipality,Makana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,32,,25,,,,3,,,,,ZA-EC
490,Port Alfred Hospital,26.88312,-33.5953,District Hospital,Eastern Cape,Sarah Baartman District Municipality,Ndlambe Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,31,,15,15,,5,2,,,,,ZA-EC
491,Sundays Valley Hospital,25.44001,-33.3947,District Hospital,Eastern Cape,Chris Hani District Municipality,Sundays River Valley Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,37,,8,8,,0,0,,,,,ZA-EC
492,Mafube Hospital,28.50023,-27.2788,District Hospital,Free State,Fezile Dabi District Municipality,Mafube Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,74,,0,0,,4,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/tokollomafube_district_hospital_complex_heilbron_frankfort_free_state_south_africa,ZA-FS
493,NHN Riemland Clinic Hospital,28.495123,-27.2798,Private Hospital,Free State,Fezile Dabi District Municipality,Mafube Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,10,,3,,,,1,,,,,ZA-FS
494,Fezi Ngumbentombi Hospital,27.82757,-26.8014,District Hospital,Free State,Fezile Dabi District Municipality,Metsimaholo Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-FS
495,Netcare Vaalpark Hospital,27.840244,-26.7732,Private Hospital,Free State,Fezile Dabi District Municipality,Metsimaholo Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,68,,20,,,,3,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Vaalpark-Hospital,ZA-FS
496,Sasol Infrachem Hospital,27.849385,-26.826,Private Hospital,Free State,Fezile Dabi District Municipality,Metsimaholo Local Municipality,,Relevant Private Facility services – visit their website for more details,,11,,7,,,,0,,,,,ZA-FS
497,Netcare Kroon Hospital,27.230333,-27.6537,Private Hospital,Free State,Fezile Dabi District Municipality,Moqhaka Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,80,,12,,,,2,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Kroon-Hospital,ZA-FS
498,Parys Hospital,27.47207,-26.8959,District Hospital,Free State,Fezile Dabi District Municipality,Ngwathe Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,50,,0,0,,4,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/metsimaholo_parys_district_hospital_parys_sasolburg_free_state_south_africa,ZA-FS
499,Winburg Hospital,27.00802,-28.5098,District Hospital,Free State,Lejweleputswa District Municipality,Masilonyana Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,32,,3,3,,0,0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/katleho_winburg_district_hospital_virginia_free_state_south_africa,ZA-FS
500,Katleho Hospital,26.85798,-28.1105,District Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,78,,4,4,,6,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/katleho_winburg_district_hospital_virginia_free_state_south_africa,ZA-FS
501,Kopano MDR Hospital,26.709676,-27.9811,Specialised Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-FS
502,Metsimaholo Parys Hospital,27.819911,-26.705952,District Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,82,,30,30,,5,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/metsimaholo_parys_district_hospital_parys_sasolburg_free_state_south_africa,ZA-FS
503,Mediclinic Welkom Hospital,26.730057,-27.9879,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,191,,60,,,,8,,,,https://www.mediclinic.co.za/en/welkom/home.html,ZA-FS
504,Trichardt Mediclinic Hospital,29.232517,-26.493729,Private Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,202,,64,,,,4,,,,https://www.mediclinic.co.za/en/highveld/home.html,ZA-FS
505,NHN E Oppenheimer Hospital,26.774142,-27.9667,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,695,,197,,,,4,,,,,ZA-FS
506,NHN St Helena Hospital,26.710868,-28.0019,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,131,,42,,,,2,,,,https://www.africahealthcare.co.za/hospitals/st-helena-private-hospital/,ZA-FS
507,NHN Welkom Med Centre,26.727098,-27.9874,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/welkom-medical-centre/home.html,ZA-FS
508,NHN Welkom Sub-Acute Hospital,26.727098,-27.9874,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/welkom-medical-centre/sub-acute-hospital.html,ZA-FS
509,RH Matjhabeng Private Hospital,26.774155,-27.966343,Private Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://rhmatjhabeng.co.za/,ZA-FS
510,Thusanong Hospital,26.65922,-27.8773,District Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,86,,0,0,,5,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/thusanongnalamohau_district_hospital_complex_odendaalsrus_bothaville_hoopstad_free_state_south_africa,ZA-FS
511,Mohau Hospital,25.91538,-27.8323,District Hospital,Free State,Lejweleputswa District Municipality,Tswelopele Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,28,,0,0,,1,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/mohau_district_hospital_hoopstad_free_state_south_africa,ZA-FS
512,Bloemcare Psych Hospital,26.156533,-29.0864,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://bloemcare.co.za/,ZA-FS
513,Bloemfontein Eye Centre,26.194441,-29.1346,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://pasteureyehospital.co.za/,ZA-FS
514,Mediclinic Bloemfontein Hospital,26.203516,-29.109466,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,377,,148,,,,12,,,,https://www.mediclinic.co.za/en/bloemfontein/home.html,ZA-FS
515,Cairnhall Hospital,26.184516,-29.118,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-FS
516,Netcare Pelanomi Private hospital,26.244816,-29.139785,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,87,,19,,,,2,,,,https://www.netcarehospitals.co.za/Hospital/Pelonomi-Private-Hospital,ZA-FS
517,Free State Psyc Comp Hospital,26.209264,-29.1338,Specialised Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,877,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_free_state_south_africa/free_state_psychiatric_complex_oranje_hospital_bloemfontein_free_state_south_africa,ZA-FS
518,Life Pasteur Hospital,26.194991,-29.1344,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.lifehealthcare.co.za/hospitals/free-state/bloemfontein/life-pasteur-hospital/?nHospitalId=38,ZA-FS
519,Life Rosepark Hospital,26.176303,-29.1538,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,235,,50,,,,10,,,,https://www.lifehealthcare.co.za/hospitals/free-state/bloemfontein/life-rosepark-hospital/,ZA-FS
520,Link - Hillcrest Private Hospital,30.742441,-29.789272,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-FS
521,Mediclinic Bloemfontein Hospital,26.203516,-29.1094,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-FS
522,Netcare Universitas Private Hospital,26.186748,-29.1164,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,127,,60,,,,4,,,,https://www.netcarehospitals.co.za/Hospital/Universitas-Private-Hospital,ZA-FS
523,Universitas Academic Hospital,26.184126,-29.116616,Tertiary Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,636,,,,,,,,,,http://www.fshealth.gov.za/subsites/fsahc/index.html,ZA-FS
524,NHN CareCure Victoria Hospital,26.205302,-29.1223,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-FS
525,NHN EmoyaMed Private Hospital,26.170889,-29.0633,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://xhealth.co.za/hospitals/emoyamed/,ZA-FS
526,NHN Hillandale HCC Hospital,26.178331,-29.0499,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://nurturehealth.net/hillandale/,ZA-FS
527,NHN M-Care Optima Hospital,26.193667,-29.1346,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://www.optimabloem.co.za/,ZA-FS
528,NHN M-Care Pentagon Park Hospital,26.215478,-29.0774,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-FS
529,NHN Stirling Hospital,26.161423,-29.0828,Private Hospital,Free State,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-FS
